1.000E-03|4.304E+01|
1.500E-03|5.129E+01|
2.000E-03|5.820E+01|
2.500E-03|6.429E+01|
3.000E-03|6.979E+01|
4.000E-03|7.957E+01|
5.000E-03|8.821E+01|
6.000E-03|9.604E+01|
7.000E-03|1.033E+02|
8.000E-03|1.100E+02|
9.000E-03|1.163E+02|
1.000E-02|1.223E+02|
1.250E-02|1.345E+02|
1.500E-02|1.453E+02|
1.750E-02|1.550E+02|
2.000E-02|1.640E+02|
2.250E-02|1.722E+02|
2.500E-02|1.799E+02|
2.750E-02|1.870E+02|
3.000E-02|1.937E+02|
3.500E-02|2.060E+02|
4.000E-02|2.169E+02|
4.500E-02|2.266E+02|
5.000E-02|2.353E+02|
5.500E-02|2.431E+02|
6.000E-02|2.502E+02|
6.500E-02|2.565E+02|
7.000E-02|2.621E+02|
7.500E-02|2.671E+02|
8.000E-02|2.715E+02|
8.500E-02|2.754E+02|
9.000E-02|2.788E+02|
9.500E-02|2.817E+02|
1.000E-01|2.842E+02|
1.250E-01|2.915E+02|
1.500E-01|2.920E+02|
1.750E-01|2.880E+02|
2.000E-01|2.813E+02|
2.250E-01|2.732E+02|
2.500E-01|2.643E+02|
2.750E-01|2.552E+02|
3.000E-01|2.463E+02|
3.500E-01|2.297E+02|
4.000E-01|2.150E+02|
4.500E-01|2.023E+02|
5.000E-01|1.913E+02|
5.500E-01|1.818E+02|
6.000E-01|1.736E+02|
6.500E-01|1.663E+02|
7.000E-01|1.598E+02|
7.500E-01|1.540E+02|
8.000E-01|1.486E+02|
8.500E-01|1.438E+02|
9.000E-01|1.393E+02|
9.500E-01|1.351E+02|
1.000E+00|1.313E+02|
1.250E+00|1.154E+02|
1.500E+00|1.036E+02|
1.750E+00|9.408E+01|
2.000E+00|8.658E+01|
2.250E+00|8.031E+01|
2.500E+00|7.501E+01|
2.750E+00|7.049E+01|
3.000E+00|6.653E+01|
3.500E+00|6.002E+01|
4.000E+00|5.482E+01|
4.500E+00|5.056E+01|
5.000E+00|4.699E+01|
5.500E+00|4.395E+01|
6.000E+00|4.133E+01|
6.500E+00|3.904E+01|
7.000E+00|3.702E+01|
7.500E+00|3.523E+01|
8.000E+00|3.362E+01|
8.500E+00|3.217E+01|
9.000E+00|3.085E+01|
9.500E+00|2.965E+01|
1.000E+01|2.856E+01|
1.250E+01|2.420E+01|
1.500E+01|2.110E+01|
1.750E+01|1.878E+01|
2.000E+01|1.697E+01|
2.500E+01|1.432E+01|
2.750E+01|1.331E+01|
3.000E+01|1.245E+01|
3.500E+01|1.107E+01|
4.000E+01|9.994E+00|
4.500E+01|9.136E+00|
5.000E+01|8.433E+00|
5.500E+01|7.847E+00|
6.000E+01|7.348E+00|
6.500E+01|6.920E+00|
7.000E+01|6.548E+00|
7.500E+01|6.221E+00|
8.000E+01|5.932E+00|
8.500E+01|5.673E+00|
9.000E+01|5.442E+00|
9.500E+01|5.232E+00|
1.000E+02|5.043E+00|
1.250E+02|4.306E+00|
1.500E+02|3.801E+00|
1.750E+02|3.433E+00|
2.000E+02|3.153E+00|
2.250E+02|2.932E+00|
2.500E+02|2.754E+00|
2.750E+02|2.607E+00|
3.000E+02|2.485E+00|
3.500E+02|2.291E+00|
4.000E+02|2.147E+00|
4.500E+02|2.034E+00|
5.000E+02|1.945E+00|
5.500E+02|1.874E+00|
6.000E+02|1.814E+00|
6.500E+02|1.765E+00|
7.000E+02|1.724E+00|
7.500E+02|1.689E+00|
8.000E+02|1.659E+00|
8.500E+02|1.633E+00|
9.000E+02|1.610E+00|
9.500E+02|1.591E+00|
1.000E+03|1.574E+00|
1.500E+03|1.482E+00|
2.000E+03|1.456E+00|
2.500E+03|1.452E+00|
3.000E+03|1.457E+00|
4.000E+03|1.478E+00|
5.000E+03|1.501E+00|
6.000E+03|1.524E+00|
7.000E+03|1.546E+00|
8.000E+03|1.566E+00|
9.000E+03|1.584E+00|
1.000E+04|1.601E+00|

