1.000E-03|4.512E+01|
1.500E-03|5.287E+01|
2.000E-03|5.909E+01|
2.500E-03|6.438E+01|
3.000E-03|6.905E+01|
4.000E-03|7.714E+01|
5.000E-03|8.410E+01|
6.000E-03|9.029E+01|
7.000E-03|9.593E+01|
8.000E-03|1.011E+02|
9.000E-03|1.060E+02|
1.000E-02|1.106E+02|
1.250E-02|1.211E+02|
1.500E-02|1.306E+02|
1.750E-02|1.393E+02|
2.000E-02|1.474E+02|
2.250E-02|1.550E+02|
2.500E-02|1.621E+02|
2.750E-02|1.690E+02|
3.000E-02|1.755E+02|
3.500E-02|1.878E+02|
4.000E-02|1.993E+02|
4.500E-02|2.100E+02|
5.000E-02|2.202E+02|
5.500E-02|2.298E+02|
6.000E-02|2.391E+02|
6.500E-02|2.479E+02|
7.000E-02|2.564E+02|
7.500E-02|2.646E+02|
8.000E-02|2.724E+02|
8.500E-02|2.801E+02|
9.000E-02|2.875E+02|
9.500E-02|2.946E+02|
1.000E-01|3.016E+02|
1.250E-01|3.337E+02|
1.500E-01|3.622E+02|
1.750E-01|3.878E+02|
2.000E-01|4.111E+02|
2.250E-01|4.322E+02|
2.500E-01|4.516E+02|
2.750E-01|4.693E+02|
3.000E-01|4.856E+02|
3.500E-01|5.143E+02|
4.000E-01|5.385E+02|
4.500E-01|5.587E+02|
5.000E-01|5.754E+02|
5.500E-01|5.891E+02|
6.000E-01|6.001E+02|
6.500E-01|6.087E+02|
7.000E-01|6.153E+02|
7.500E-01|6.199E+02|
8.000E-01|6.230E+02|
8.500E-01|6.246E+02|
9.000E-01|6.251E+02|
9.500E-01|6.245E+02|
1.000E+00|6.230E+02|
1.250E+00|6.054E+02|
1.500E+00|5.795E+02|
1.750E+00|5.515E+02|
2.000E+00|5.240E+02|
2.250E+00|4.982E+02|
2.500E+00|4.749E+02|
2.750E+00|4.541E+02|
3.000E+00|4.354E+02|
3.500E+00|4.031E+02|
4.000E+00|3.763E+02|
4.500E+00|3.535E+02|
5.000E+00|3.339E+02|
5.500E+00|3.172E+02|
6.000E+00|3.023E+02|
6.500E+00|2.890E+02|
7.000E+00|2.771E+02|
7.500E+00|2.664E+02|
8.000E+00|2.567E+02|
8.500E+00|2.478E+02|
9.000E+00|2.397E+02|
9.500E+00|2.322E+02|
1.000E+01|2.253E+02|
1.250E+01|1.970E+02|
1.500E+01|1.761E+02|
1.750E+01|1.599E+02|
2.000E+01|1.468E+02|
2.500E+01|1.269E+02|
2.750E+01|1.191E+02|
3.000E+01|1.123E+02|
3.500E+01|1.011E+02|
4.000E+01|9.214E+01|
4.500E+01|8.483E+01|
5.000E+01|7.876E+01|
5.500E+01|7.359E+01|
6.000E+01|6.913E+01|
6.500E+01|6.525E+01|
7.000E+01|6.183E+01|
7.500E+01|5.880E+01|
8.000E+01|5.609E+01|
8.500E+01|5.365E+01|
9.000E+01|5.145E+01|
9.500E+01|4.944E+01|
1.000E+02|4.760E+01|
1.250E+02|4.035E+01|
1.500E+02|3.524E+01|
1.750E+02|3.144E+01|
2.000E+02|2.849E+01|
2.250E+02|2.613E+01|
2.500E+02|2.419E+01|
2.750E+02|2.257E+01|
3.000E+02|2.119E+01|
3.500E+02|1.898E+01|
4.000E+02|1.727E+01|
4.500E+02|1.591E+01|
5.000E+02|1.480E+01|
5.500E+02|1.388E+01|
6.000E+02|1.310E+01|
6.500E+02|1.243E+01|
7.000E+02|1.185E+01|
7.500E+02|1.135E+01|
8.000E+02|1.090E+01|
8.500E+02|1.051E+01|
9.000E+02|1.015E+01|
9.500E+02|9.837E+00|
1.000E+03|9.549E+00|
 
